#Patient Identifier	Sample Identifier	Primary Tumor Site	Tumor Type	Sample Origin	Gene Panel	Oncotree Code	Cancer Type	Cancer Type Detailed	TMB (nonsynonymous)
#Identifier to uniquely specify a patient.	A unique sample identifier.	Text term to describe the organ sub-division in an individual with cancer.	Tumor Type	Sample Origin	Gene panel.	Oncotree Code	Cancer Type	Cancer Type Detailed	TMB (nonsynonymous)
#STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	NUMBER
#1	1	1	1	1	1	1	1	1	1
PATIENT_ID	SAMPLE_ID	PRIMARY_SITE	TUMOR_TYPE	SAMPLE_ORIGIN	GENE_PANEL	ONCOTREE_CODE	CANCER_TYPE	CANCER_TYPE_DETAILED	TMB_NONSYNONYMOUS
P31_FUJ	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	8.509741942
P3HR-1	P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Burkitt	Haematopoietic	NOVARTIS_BROAD_1651	BL	Mature B-Cell Neoplasms	Burkitt Lymphoma	4.752193552
Panc_02_03	PANC0203_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	2.873419357
Panc_02_13	PANC0213_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	2.983935486
Panc_03_27	PANC0327_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	2.762903228
Panc_04_03	PANC0403_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	2.652387099
Panc_05_04	PANC0504_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	0
Panc_08_13	PANC0813_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	3.536516132
Panc_10_05	PANC1005_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	3.536516132
PANC-1	PANC1_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	0
PA-TU-8902	PATU8902_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	4.199612906
PA-TU-8988S	PATU8988S_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	0
PA-TU-8988T	PATU8988T_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	0
PC-14	PC14_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	3.315483873
PC-3	PC3_PROSTATE	Prostate	Prostate	Solid	NOVARTIS_BROAD_1651	PRAD	Prostate Cancer	Prostate Adenocarcinoma	2.43135484
PCM6	PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	6.852000005
PE_CA-PJ15	PECAPJ15_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	3.868064519
PE_CA-PJ34_clone_C12	PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	2.983935486
PE_CA-PJ41_clone_D2	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	3.315483873
PE_CA-PJ49	PECAPJ49_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	3.315483873
PEER	PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	T-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	TLL	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	3.315483873
PF-382	PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	T-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	TLL	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	25.19767744
Pfeiffer	PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Dlbcl	Haematopoietic	NOVARTIS_BROAD_1651	DLBCLNOS	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	3.094451615
PK-1	PK1_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	3.868064519
PK-45H	PK45H_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	5.083741939
PK-59	PK59_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	5.194258068
PL-21	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	4.752193552
PL45	PL45_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	0
PLC_PRF_5	PLCPRF5_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	0
PSN1	PSN1_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	4.089096777
QGP-1	QGP1_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	3.75754839
Raji	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Burkitt	Haematopoietic	NOVARTIS_BROAD_1651	BL	Mature B-Cell Neoplasms	Burkitt Lymphoma	6.630967747
RCC10RGB	RCC10RGB_KIDNEY	Kidney	Kidney	Solid	NOVARTIS_BROAD_1651	RCC	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	2.762903228
RCH-ACV	RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Leukemia_Other	Haematopoietic	NOVARTIS_BROAD_1651	ALAL	Leukemia	Acute Undifferentiated Leukemia	12.59883872
RCM-1	RCM1_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	5.857354843
RD-ES	RDES_BONE	Bone	Ewings_Sarcoma	Solid	NOVARTIS_BROAD_1651	ES	Bone Cancer	Ewing Sarcoma	0
RD	RD_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	3.75754839
REC-1	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	1.989290324
Reh	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	B-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	BLL	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	23.42941937
RERF-GC-1B	RERFGC1B_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	4.531161294
RERF-LC-Ad1	RERFLCAD1_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.067677425
RERF-LC-Ad2	RERFLCAD2_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.067677425
RERF-LC-AI	RERFLCAI_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	3.647032261
RERF-LC-KJ	RERFLCKJ_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	3.868064519
RERF-LC-MS	RERFLCMS_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	2.762903228
RERF-LC-Sq1	RERFLCSQ1_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	3.426000002
RH-30	RH30_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	0
RH-41	RH41_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	3.426000002
RI-1	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	3.536516132
RKN	RKN_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	4.97322581
RKO	RKO_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	41.7750968
RL95-2	RL952_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	32.49174196
RL	RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Other	Haematopoietic	NOVARTIS_BROAD_1651	MIXED	Cancer of Unknown Primary	Mixed Cancer Types	4.752193552
RMG-I	RMGI_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	2.43135484
RMUG-S	RMUGS_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	4.089096777
RPMI_6666	RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Lymphoma_Hodgkin	Haematopoietic	NOVARTIS_BROAD_1651	HL	Hodgkin Lymphoma	Hodgkin Lymphoma	0
RPMI-7951	RPMI7951_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	2.099806453
RPMI_8226	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	4.199612906
RPMI-8402	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	T-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	TLL	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	4.752193552
RS4-11	RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	B-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	BLL	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	12.81987098
RT112_84	RT11284_URINARY_TRACT	Urinary Tract	Urinary_Tract	Solid	NOVARTIS_BROAD_1651	BLCA	Bladder Cancer	Bladder Urothelial Carcinoma	3.426000002
RT-112	RT112_URINARY_TRACT	Urinary Tract	Urinary_Tract	Solid	NOVARTIS_BROAD_1651	BLCA	Bladder Cancer	Bladder Urothelial Carcinoma	4.310129035
RT4	RT4_URINARY_TRACT	Urinary Tract	Urinary_Tract	Solid	NOVARTIS_BROAD_1651	BLCA	Bladder Cancer	Bladder Urothelial Carcinoma	3.426000002
RVH-421	RVH421_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	0
S-117	S117_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	2.983935486
SBC-5	SBC5_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	5.194258068
SCaBER	SCABER_URINARY_TRACT	Urinary Tract	Urinary_Tract	Solid	NOVARTIS_BROAD_1651	BLCA	Bladder Cancer	Bladder Urothelial Carcinoma	4.420645164
SCC-15	SCC15_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	2.54187097
SCC-25	SCC25_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	1.657741937
SCC-4	SCC4_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	2.873419357
SCC-9	SCC9_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	3.204967744
SCLC-21H	SCLC21H_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	6.962516134
SEM	SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	B-Cell_All	Haematopoietic	NOVARTIS_BROAD_1651	BLL	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	7.846645167
Set-2	SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Leukemia_Other	Haematopoietic	NOVARTIS_BROAD_1651	ALAL	Leukemia	Acute Undifferentiated Leukemia	4.531161294
SF126	SF126_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	3.868064519
SF-295	SF295_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	2.652387099
SH-10-TC	SH10TC_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	7.183548392
SH-4	SH4_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	4.420645164
SHP-77	SHP77_LUNG	Lung	Lung_Small_Cell	Solid	NOVARTIS_BROAD_1651	SCLC	Small Cell Lung Cancer	Small Cell Lung Cancer	8.067677425
SH-SY5Y	SHSY5Y_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	2.210322582
SIG-M5	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	2.43135484
SIMA	SIMA_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	2.762903228
SJRH30	SJRH30_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	3.204967744
SJSA-1	SJSA1_BONE	Bone	Osteosarcoma	Solid	NOVARTIS_BROAD_1651	OS	Bone Cancer	Osteosarcoma	4.97322581
SK-BR-3	SKBR3_BREAST	Breast	Breast	Solid	NOVARTIS_BROAD_1651	BRCA	Breast Cancer	Invasive Breast Carcinoma	5.194258068
SK-CO-1	SKCO1_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	6.078387101
SK-ES-1	SKES1_BONE	Bone	Ewings_Sarcoma	Solid	NOVARTIS_BROAD_1651	ES	Bone Cancer	Ewing Sarcoma	2.652387099
SK-HEP-1	SKHEP1_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	3.315483873
SK-LMS-1	SKLMS1_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	2.54187097
SK-LU-1	SKLU1_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	6.962516134
SKM-1	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Aml	Haematopoietic	NOVARTIS_BROAD_1651	AML	Leukemia	Acute Myeloid Leukemia	3.426000002
SK-MEL-1	SKMEL1_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	4.862709681
SK-MEL-24	SKMEL24_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	6.18890323
SK-MEL-28	SKMEL28_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	4.862709681
SK-MEL-2	SKMEL2_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	10.05696775
SK-MEL-30	SKMEL30_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	4.752193552
SK-MEL-31	SKMEL31_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	0
SK-MEL-3	SKMEL3_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	4.531161294
SK-MEL-5	SKMEL5_SKIN	Skin	Melanoma	Solid	NOVARTIS_BROAD_1651	SKCM	Melanoma	Cutaneous Melanoma	6.741483876
SK-MES-1	SKMES1_LUNG	Lung	Lung_Nsc	Solid	NOVARTIS_BROAD_1651	NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	5.194258068
SK-MM-2	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Haematopoietic And Lymphoid Tissue	Multiple_Myeloma	Haematopoietic	NOVARTIS_BROAD_1651	PCM	Mature B-Cell Neoplasms	Plasma Cell Myeloma	0
SK-N-AS	SKNAS_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	2.43135484
SK-N-BE2	SKNBE2_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	0
SK-N-DZ	SKNDZ_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	3.204967744
SK-N-FI	SKNFI_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	4.089096777
SK-N-MC	SKNMC_BONE	Bone	Ewings_Sarcoma	Solid	NOVARTIS_BROAD_1651	ES	Bone Cancer	Ewing Sarcoma	2.210322582
SK-N-SH	SKNSH_AUTONOMIC_GANGLIA	Autonomic Ganglia	Neuroblastoma	Solid	NOVARTIS_BROAD_1651	NBL	NeuroblastomaÂ 	Peripheral Nervous System	2.099806453
SK-OV-3	SKOV3_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	7.40458065
SK-UT-1	SKUT1_SOFT_TISSUE	Soft Tissue	Soft_Tissue	Solid	NOVARTIS_BROAD_1651	ERMS	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	21.32961292
SNB-19	SNB19_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	0
SNG-M	SNGM_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	29.39729034
SNU-1040	SNU1040_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	144.665613
SNU-1076	SNU1076_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	3.75754839
SNU-1077	SNU1077_ENDOMETRIUM	Endometrium	Endometrium	Solid	NOVARTIS_BROAD_1651	UCEC	Endometrial Cancer	Endometrial Carcinoma	3.426000002
SNU-1079	SNU1079_BILIARY_TRACT	Biliary Tract	Bile_Duct	Solid	NOVARTIS_BROAD_1651	EHCH	Hepatobiliary Cancer	Extrahepatic Cholangiocarcinoma	3.426000002
SNU-1105	SNU1105_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	3.094451615
SNU-1196	SNU1196_BILIARY_TRACT	Biliary Tract	Bile_Duct	Solid	NOVARTIS_BROAD_1651	EHCH	Hepatobiliary Cancer	Extrahepatic Cholangiocarcinoma	3.647032261
SNU-119	SNU119_OVARY	Ovary	Ovary	Solid	NOVARTIS_BROAD_1651	OCS	Ovarian Cancer	Ovarian Carcinosarcoma/Malignant Mixed Mesodermal Tumor	4.862709681
SNU-1214	SNU1214_UPPER_AERODIGESTIVE_TRACT	Upper Aerodigestive Tract	Upper_Aerodigestive	Solid	NOVARTIS_BROAD_1651	EPDCA	Esophagogastric Cancer	Esophageal Poorly Differentiated Carcinoma	5.415290326
SNU-1272	SNU1272_KIDNEY	Kidney	Kidney	Solid	NOVARTIS_BROAD_1651	RCC	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	3.094451615
SNU-16	SNU16_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	0
SNU-175	SNU175_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	65.97812908
SNU-182	SNU182_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	5.083741939
SNU-1	SNU1_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	23.87148389
SNU-201	SNU201_CENTRAL_NERVOUS_SYSTEM	Central Nervous System	Glioma	Solid	NOVARTIS_BROAD_1651	GB	Glioma	Glioblastoma, IDH-wildtype	2.652387099
SNU-213	SNU213_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	3.75754839
SNU-216	SNU216_STOMACH	Stomach	Stomach	Solid	NOVARTIS_BROAD_1651	ESCC	Esophagogastric Cancer	Esophageal Squamous Cell Carcinoma	3.536516132
SNU-245	SNU245_BILIARY_TRACT	Biliary Tract	Bile_Duct	Solid	NOVARTIS_BROAD_1651	EHCH	Hepatobiliary Cancer	Extrahepatic Cholangiocarcinoma	3.426000002
SNU-283	SNU283_LARGE_INTESTINE	Large Intestine	Colorectal	Solid	NOVARTIS_BROAD_1651	COADREAD	Colorectal Cancer	Colorectal Adenocarcinoma	4.641677423
SNU-308	SNU308_BILIARY_TRACT	Biliary Tract	Bile_Duct	Solid	NOVARTIS_BROAD_1651	EHCH	Hepatobiliary Cancer	Extrahepatic Cholangiocarcinoma	2.762903228
SNU-324	SNU324_PANCREAS	Pancreas	Pancreas	Solid	NOVARTIS_BROAD_1651	PAAD	Pancreatic Cancer	Pancreatic Adenocarcinoma	17.13000001
SNU-349	SNU349_KIDNEY	Kidney	Kidney	Solid	NOVARTIS_BROAD_1651	RCC	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	12.04625807
SNU-387	SNU387_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	3.647032261
SNU-398	SNU398_LIVER	Liver	Liver	Solid	NOVARTIS_BROAD_1651	HCC	Hepatobiliary Cancer	Hepatocellular Carcinoma	3.868064519
